CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
Microscale Inc.,85.69,3684.67,11-03-04 0:00,Shipped,Classic Cars,43,NYC,USA
Motor Mint Distributors Inc.,100,5715.4,11/17/2004 0:00,Shipped,Classic Cars,41,Philadelphia,USA
Reims Collectables,100,3098.7,11/24/2004 0:00,Shipped,Classic Cars,30,Reims,France
Euro Shopping Channel,95.39,2670.92,12-07-04 0:00,Shipped,Classic Cars,28,Madrid,Spain
Suominen Souveniers,100,5154.41,01-06-05 0:00,Shipped,Classic Cars,43,Espoo,Finland
Euro Shopping Channel,100,4894.17,02-10-05 0:00,Shipped,Classic Cars,41,Madrid,Spain
Mini Gifts Distributors Ltd.,82.42,2472.6,03-04-05 0:00,Shipped,Classic Cars,30,San Rafael,USA
Baane Mini Imports,100,3224.31,1/29/2003 0:00,Shipped,Trucks and Buses,31,Stavern,Norway
"La Corne D'abondance, Co.",100,3667.52,04-01-03 0:00,Shipped,Trucks and Buses,32,Paris,France
"Corrida Auto Replicas, Ltd",96.31,4141.33,5/28/2003 0:00,Shipped,Trucks and Buses,43,Madrid,Spain
Technics Stores Inc.,100,2829.58,7/24/2003 0:00,Shipped,Trucks and Buses,26,Burlingame,USA
"Oulu Toy Supplies, Inc.",100,3068.55,9/21/2003 0:00,Shipped,Trucks and Buses,27,Oulu,Finland
Mini Auto Werke,100,2634.96,10/21/2003 0:00,Resolved,Trucks and Buses,24,Graz,Austria
"Stylish Desk Decors, Co.",100,2436.72,11-06-03 0:00,Shipped,Trucks and Buses,22,London,UK
"Iberia Gift Imports, Corp.",100,4607.36,11/14/2003 0:00,Shipped,Trucks and Buses,46,Sevilla,Spain
"Saveley & Henriot, Co.",97.27,3598.99,11/25/2003 0:00,Shipped,Trucks and Buses,37,Lyon,France
Diecast Collectables,80.9,3964.1,12-09-03 0:00,Shipped,Trucks and Buses,49,Boston,USA
Handji Gifts& Co,100,2244.9,02-04-04 0:00,Shipped,Trucks and Buses,21,Singapore,Singapore
Mini Gifts Distributors Ltd.,100,2793,03-11-04 0:00,Shipped,Trucks and Buses,25,San Rafael,USA
Super Scale Inc.,100,4133.64,05-04-04 0:00,Shipped,Trucks and Buses,37,New Haven,USA
Handji Gifts& Co,86.68,3900.6,6/15/2004 0:00,Shipped,Trucks and Buses,45,Singapore,Singapore
Souveniers And Things Co.,85.72,2743.04,7/19/2004 0:00,Shipped,Trucks and Buses,32,Chatswood,Australia
Diecast Classics Inc.,82.83,2402.07,8/19/2004 0:00,Shipped,Trucks and Buses,29,Allentown,USA
Scandinavian Gift Ideas,83.79,2178.54,09-08-04 0:00,Shipped,Trucks and Buses,26,Boras,Sweden
Marta's Replicas Co.,100,3155.04,10/13/2004 0:00,Shipped,Trucks and Buses,28,Cambridge,USA
Canadian Gift Exchange Network,87.64,2366.28,10/22/2004 0:00,Shipped,Trucks and Buses,27,Vancouver,Canada
Vitachrome Inc.,98.18,1963.6,11-05-04 0:00,Shipped,Trucks and Buses,20,NYC,USA
Mini Gifts Distributors Ltd.,100,4746.28,11/19/2004 0:00,Shipped,Trucks and Buses,44,San Rafael,USA
"Corrida Auto Replicas, Ltd",100,6386.94,11-01-04 0:00,Shipped,Trucks and Buses,42,Madrid,Spain
Euro Shopping Channel,100,4428,12-10-04 0:00,Shipped,Trucks and Buses,41,Madrid,Spain
Mini Gifts Distributors Ltd.,100,4044.04,1/23/2005 0:00,Shipped,Trucks and Buses,26,San Rafael,USA
Mini Gifts Distributors Ltd.,100,2708.42,2/17/2005 0:00,Shipped,Trucks and Buses,26,San Rafael,USA
Quebec Home Shopping Network,100,2904.72,05-01-05 0:00,Shipped,Trucks and Buses,26,Montreal,Canada
La Rochelle Gifts,86.68,3553.88,5/31/2005 0:00,In Process,Trucks and Buses,41,Nantes,France
Land of Toys Inc.,92.9,1858,2/24/2003 0:00,Shipped,Motorcycles,20,NYC,USA
"Australian Collectors, Co.",100,2461.36,4/29/2003 0:00,Shipped,Motorcycles,22,Melbourne,Australia
Euro Shopping Channel,100,2642.01,6/27/2003 0:00,Shipped,Motorcycles,23,Madrid,Spain
Toys4GrownUps.com,93.9,3098.7,8/25/2003 0:00,Shipped,Motorcycles,33,Pasadena,USA
Technics Stores Inc.,100,3244.36,10/28/2003 0:00,Shipped,Motorcycles,28,Burlingame,USA
Herkku Gifts,98.89,4351.16,11/18/2003 0:00,Shipped,Motorcycles,44,Bergen,Norway
Osaka Souveniers Co.,79.91,3675.86,01-12-04 0:00,Shipped,Motorcycles,46,Osaka,Japan
"Australian Collectors, Co.",100,2475.27,2/20/2004 0:00,Shipped,Motorcycles,21,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",100,4177.49,04-02-04 0:00,Shipped,Motorcycles,41,Tsawassen,Canada
The Sharp Gifts Warehouse,100,3282.28,05-11-04 0:00,Shipped,Motorcycles,31,San Jose,USA
Gift Depot Inc.,79.91,2477.21,6/28/2004 0:00,Shipped,Motorcycles,31,Bridgewater,USA
La Rochelle Gifts,81.91,1883.93,7/23/2004 0:00,Shipped,Motorcycles,23,Nantes,France
Marta's Replicas Co.,98.89,3658.93,8/27/2004 0:00,Shipped,Motorcycles,37,Cambridge,USA
"Clover Collections, Co.",100,2856.88,9/16/2004 0:00,Shipped,Motorcycles,26,Dublin,Ireland
Mini Classics,79.91,1917.84,10/15/2004 0:00,Shipped,Motorcycles,24,White Plains,USA
Diecast Classics Inc.,100,5305.36,11-02-04 0:00,Shipped,Motorcycles,47,Allentown,USA
Land of Toys Inc.,63.91,2875.95,11/15/2004 0:00,Shipped,Motorcycles,45,NYC,USA
Enaco Distributors,100,6482.85,11/24/2004 0:00,Shipped,Motorcycles,55,Barcelona,Spain
Gift Ideas Corp.,81.17,3733.82,12-04-04 0:00,Shipped,Motorcycles,46,Glendale,USA
Suominen Souveniers,100,6576.5,01-06-05 0:00,Shipped,Motorcycles,50,Espoo,Finland
La Rochelle Gifts,100,6353.27,02-03-05 0:00,Shipped,Motorcycles,37,Nantes,France
"Dragon Souveniers, Ltd.",94.9,4175.6,03-02-05 0:00,Shipped,Motorcycles,44,Singapore,Singapore
Tekni Collectables Inc.,100,4992.61,04-03-05 0:00,On Hold,Motorcycles,49,Newark,USA
L'ordine Souveniers,100,4764.6,05-10-05 0:00,Shipped,Motorcycles,45,Reggio Emilia,Italy
Cruz & Sons Co.,43.45,1173.15,03-03-03 0:00,Shipped,Motorcycles,27,Makati City,Philippines
Marseille Mini Autos,44.66,1384.46,05-08-03 0:00,Shipped,Motorcycles,31,Marseille,France
Mini Gifts Distributors Ltd.,40.23,1327.59,07-02-03 0:00,Shipped,Motorcycles,33,San Rafael,USA
Toys4GrownUps.com,35.8,1109.8,8/25/2003 0:00,Shipped,Motorcycles,31,Pasadena,USA
Corporate Gift Ideas Co.,35.4,1239,10-10-03 0:00,Shipped,Motorcycles,35,San Francisco,USA
"Anna's Decorations, Ltd",39.83,1035.58,11-04-03 0:00,Shipped,Motorcycles,26,North Sydney,Australia
Daedalus Designs Imports,45.46,1545.64,11-11-03 0:00,Shipped,Motorcycles,34,Lille,France
Euro Shopping Channel,32.99,1517.54,11/19/2003 0:00,Shipped,Motorcycles,46,Madrid,Spain
Auto Canal Petit,42.24,1731.84,1/15/2004 0:00,Shipped,Motorcycles,41,Paris,France
Daedalus Designs Imports,39.43,1695.49,2/21/2004 0:00,Shipped,Motorcycles,43,Lille,France
Vitachrome Inc.,40.23,1045.98,04-05-04 0:00,Shipped,Motorcycles,26,NYC,USA
Auto Canal Petit,48.28,1738.08,5/26/2004 0:00,Shipped,Motorcycles,36,Paris,France
Gifts4AllAges.com,32.59,651.8,6/30/2004 0:00,Shipped,Motorcycles,20,Boston,USA
Online Mini Collectables,36.61,988.47,08-02-04 0:00,Shipped,Motorcycles,27,Brickhaven,USA
Marta's Replicas Co.,41.03,1518.11,8/27/2004 0:00,Shipped,Motorcycles,37,Cambridge,USA
"Toys of Finland, Co.",42.24,1013.76,9/30/2004 0:00,Shipped,Motorcycles,24,Helsinki,Finland
"Toms Spezialitten, Ltd",43.05,1549.8,10/16/2004 0:00,Shipped,Motorcycles,36,Koln,Germany
Microscale Inc.,38.22,1108.38,11-03-04 0:00,Shipped,Motorcycles,29,NYC,USA
Motor Mint Distributors Inc.,100,4102.56,11/17/2004 0:00,Shipped,Motorcycles,28,Philadelphia,USA
Reims Collectables,100,3713.16,11/24/2004 0:00,Shipped,Motorcycles,29,Reims,France
Euro Shopping Channel,39.83,1513.54,12-07-04 0:00,Shipped,Motorcycles,38,Madrid,Spain
Marseille Mini Autos,48.28,2317.44,01-06-05 0:00,Shipped,Motorcycles,48,Marseille,France
Euro Shopping Channel,82.46,3298.4,02-10-05 0:00,Shipped,Motorcycles,40,Madrid,Spain
Mini Gifts Distributors Ltd.,44.56,1826.96,03-04-05 0:00,Shipped,Motorcycles,41,San Rafael,USA
"UK Collectables, Ltd.",40.23,1206.9,04-08-05 0:00,Shipped,Motorcycles,30,Liverpool,UK
Euro Shopping Channel,47.62,1666.7,1/31/2003 0:00,Shipped,Trucks and Buses,35,Madrid,Spain
"La Corne D'abondance, Co.",55.73,1560.44,04-01-03 0:00,Shipped,Trucks and Buses,28,Paris,France
Muscle Machine Inc,51.95,2337.75,06-03-03 0:00,Shipped,Trucks and Buses,45,NYC,USA
Suominen Souveniers,45.99,1103.76,08-01-03 0:00,Shipped,Trucks and Buses,24,Espoo,Finland
"Oulu Toy Supplies, Inc.",63.85,2617.85,9/21/2003 0:00,Shipped,Trucks and Buses,41,Oulu,Finland
"Dragon Souveniers, Ltd.",45.99,2207.52,10/22/2003 0:00,Shipped,Trucks and Buses,48,Singapore,Singapore
"Stylish Desk Decors, Co.",63.31,3165.5,11-06-03 0:00,Shipped,Trucks and Buses,50,London,UK
"Iberia Gift Imports, Corp.",62.77,2071.41,11/14/2003 0:00,Shipped,Trucks and Buses,33,Sevilla,Spain
Mini Classics,43.29,1385.28,11/25/2003 0:00,Shipped,Trucks and Buses,32,White Plains,USA
Diecast Collectables,60.06,1621.62,12-09-03 0:00,Shipped,Trucks and Buses,27,Boston,USA
Signal Collectibles Ltd.,55.19,1931.65,02-10-04 0:00,Shipped,Trucks and Buses,35,Brisbane,USA
Mini Gifts Distributors Ltd.,54.11,1244.53,03-11-04 0:00,Shipped,Trucks and Buses,23,San Rafael,USA
Euro Shopping Channel,48.7,1704.5,05-05-04 0:00,Shipped,Trucks and Buses,35,Madrid,Spain
Handji Gifts& Co,43.83,1753.2,6/15/2004 0:00,Shipped,Trucks and Buses,40,Singapore,Singapore
Mini Gifts Distributors Ltd.,47.62,1666.7,7/20/2004 0:00,Shipped,Trucks and Buses,35,San Rafael,USA
Diecast Classics Inc.,55.19,1710.89,8/19/2004 0:00,Shipped,Trucks and Buses,31,Allentown,USA
Land of Toys Inc.,46.53,2326.5,09-08-04 0:00,Shipped,Trucks and Buses,50,NYC,USA
Marta's Replicas Co.,57.9,2316,10/13/2004 0:00,Shipped,Trucks and Buses,40,Cambridge,USA
Canadian Gift Exchange Network,45.45,1727.1,10/22/2004 0:00,Shipped,Trucks and Buses,38,Vancouver,Canada
Baane Mini Imports,100,8844.12,11-05-04 0:00,Shipped,Trucks and Buses,38,Stavern,Norway
Mini Gifts Distributors Ltd.,60.6,2424,11/19/2004 0:00,Shipped,Trucks and Buses,40,San Rafael,USA
Muscle Machine Inc,46.53,1535.49,12-01-04 0:00,Shipped,Trucks and Buses,33,NYC,USA
Reims Collectables,100,6358.68,12/15/2004 0:00,Shipped,Trucks and Buses,36,Reims,France
Mini Gifts Distributors Ltd.,66.47,1329.4,1/23/2005 0:00,Shipped,Trucks and Buses,20,San Rafael,USA
Euro Shopping Channel,53.18,1701.76,2/22/2005 0:00,Shipped,Trucks and Buses,32,Madrid,Spain
Euro Shopping Channel,62.77,2259.72,3/15/2005 0:00,Shipped,Trucks and Buses,36,Madrid,Spain
Euro Shopping Channel,48.7,925.3,05-03-05 0:00,Shipped,Trucks and Buses,19,Madrid,Spain
La Rochelle Gifts,43.83,482.13,5/31/2005 0:00,In Process,Trucks and Buses,11,Nantes,France
Euro Shopping Channel,65.87,3227.63,1/31/2003 0:00,Shipped,Trains,49,Madrid,Spain
Royale Belge,63.38,1711.26,04-11-03 0:00,Shipped,Trains,27,Charleroi,Belgium
Muscle Machine Inc,70.84,2054.36,06-03-03 0:00,Shipped,Trains,29,NYC,USA
Mini Gifts Distributors Ltd.,74.57,3131.94,08-08-03 0:00,Shipped,Trains,42,San Rafael,USA
"Australian Gift Network, Co",50.95,1681.35,9/25/2003 0:00,Shipped,Trains,33,South Brisbane,Australia
"Dragon Souveniers, Ltd.",53.44,2351.36,10/22/2003 0:00,Shipped,Trains,44,Singapore,Singapore
L'ordine Souveniers,64,1408,11-06-03 0:00,Shipped,Trains,22,Reggio Emilia,Italy
"Iberia Gift Imports, Corp.",50.95,2445.6,11/14/2003 0:00,Shipped,Trains,48,Sevilla,Spain
Mini Classics,54.68,1804.44,11/25/2003 0:00,Shipped,Trains,33,White Plains,USA
Diecast Collectables,56.55,2544.75,12-09-03 0:00,Shipped,Trains,45,Boston,USA
"Clover Collections, Co.",52.82,1056.4,02-12-04 0:00,Shipped,Trains,20,Dublin,Ireland
"Blauer See Auto, Co.",60.9,2801.4,3/15/2004 0:00,Shipped,Trains,46,Frankfurt,Germany
Suominen Souveniers,49.71,1988.4,05-05-04 0:00,Shipped,Trains,40,Espoo,Finland
Diecast Classics Inc.,64.63,2908.35,7/20/2004 0:00,Shipped,Trains,45,Allentown,USA
Mini Gifts Distributors Ltd.,59.65,2147.4,8/20/2004 0:00,Shipped,Trains,36,San Rafael,USA
Land of Toys Inc.,67.73,2099.63,09-08-04 0:00,Shipped,Trains,31,NYC,USA
"AV Stores, Co.",50.33,2315.18,10/14/2004 0:00,Shipped,Trains,46,Manchester,UK
Heintze Collectables,66.49,2327.15,10/22/2004 0:00,Shipped,Trains,35,Aaarhus,Denmark
Baane Mini Imports,100,5377.4,11-05-04 0:00,Shipped,Trains,28,Stavern,Norway
"La Corne D'abondance, Co.",84.71,2626.01,11/20/2004 0:00,Shipped,Trains,31,Paris,France
Euro Shopping Channel,100,4406.4,12-02-04 0:00,Shipped,Trains,27,Madrid,Spain
Reims Collectables,100,4301.22,12/15/2004 0:00,Shipped,Trains,22,Reims,France
Mini Gifts Distributors Ltd.,99.55,2986.5,1/23/2005 0:00,Shipped,Trains,30,San Rafael,USA
Euro Shopping Channel,36.07,1587.08,2/22/2005 0:00,Shipped,Trains,44,Madrid,Spain
Euro Shopping Channel,60.28,1808.4,3/15/2005 0:00,Shipped,Trains,30,Madrid,Spain
Gift Depot Inc.,49.71,1193.04,05-05-05 0:00,Shipped,Trains,24,Bridgewater,USA
Baane Mini Imports,75.63,3403.35,1/29/2003 0:00,Shipped,Trucks and Buses,45,Stavern,Norway
Mini Gifts Distributors Ltd.,68.52,1575.96,3/26/2003 0:00,Shipped,Trucks and Buses,23,San Rafael,USA
"Corrida Auto Replicas, Ltd",62.7,1630.2,5/28/2003 0:00,Shipped,Trucks and Buses,26,Madrid,Spain
Technics Stores Inc.,60.76,1701.28,7/24/2003 0:00,Shipped,Trucks and Buses,28,Burlingame,USA
"Dragon Souveniers, Ltd.",58.18,2850.82,9/19/2003 0:00,Shipped,Trucks and Buses,49,Singapore,Singapore
Mini Auto Werke,54.94,2692.06,10/21/2003 0:00,Resolved,Trucks and Buses,49,Graz,Austria
"Stylish Desk Decors, Co.",74.98,2174.42,11-06-03 0:00,Shipped,Trucks and Buses,29,London,UK
"Classic Gift Ideas, Inc",64.64,3167.36,11/13/2003 0:00,Shipped,Trucks and Buses,49,Philadelphia,USA
"Saveley & Henriot, Co.",54.94,2142.66,11/25/2003 0:00,Shipped,Trucks and Buses,39,Lyon,France
Canadian Gift Exchange Network,58.82,2117.52,12-05-03 0:00,Shipped,Trucks and Buses,36,Vancouver,Canada
Handji Gifts& Co,62.05,2419.95,02-04-04 0:00,Shipped,Trucks and Buses,39,Singapore,Singapore
Mini Gifts Distributors Ltd.,73.04,2191.2,03-11-04 0:00,Shipped,Trucks and Buses,30,San Rafael,USA
Super Scale Inc.,69.16,3043.04,05-04-04 0:00,Shipped,Trucks and Buses,44,New Haven,USA
"Tokyo Collectables, Ltd",61.41,1228.2,6/15/2004 0:00,Shipped,Trucks and Buses,20,Minato-ku,Japan
Souveniers And Things Co.,63.35,1330.35,7/19/2004 0:00,Shipped,Trucks and Buses,21,Chatswood,Australia
Diecast Classics Inc.,77.57,2792.52,8/19/2004 0:00,Shipped,Trucks and Buses,36,Allentown,USA
Scandinavian Gift Ideas,71.75,2296,09-08-04 0:00,Shipped,Trucks and Buses,32,Boras,Sweden
Auto Assoc. & Cie.,73.04,2629.44,10-11-04 0:00,Shipped,Trucks and Buses,36,Versailles,France
Canadian Gift Exchange Network,56.24,1912.16,10/22/2004 0:00,Shipped,Trucks and Buses,34,Vancouver,Canada
Vitachrome Inc.,100,8209.44,11-05-04 0:00,Shipped,Trucks and Buses,48,NYC,USA
Mini Wheels Co.,73.69,2431.77,11/18/2004 0:00,Shipped,Trucks and Buses,33,San Francisco,USA
"Corrida Auto Replicas, Ltd",100,3139.99,11-01-04 0:00,Shipped,Trucks and Buses,31,Madrid,Spain
Euro Shopping Channel,100,5669.64,12-10-04 0:00,Shipped,Trucks and Buses,36,Madrid,Spain
"Anna's Decorations, Ltd",100,3160.25,1/20/2005 0:00,Shipped,Trucks and Buses,25,North Sydney,Australia
Mini Gifts Distributors Ltd.,100,6799.68,2/17/2005 0:00,Shipped,Trucks and Buses,48,San Rafael,USA
Quebec Home Shopping Network,69.16,1867.32,05-01-05 0:00,Shipped,Trucks and Buses,27,Montreal,Canada
Euro Shopping Channel,61.41,2702.04,5/31/2005 0:00,In Process,Trucks and Buses,44,Madrid,Spain
Rovelli Gifts,72.92,2406.36,2/17/2003 0:00,Shipped,Vintage Cars,33,Bergamo,Italy
"Australian Collectors, Co.",72.23,2094.67,4/29/2003 0:00,Shipped,Vintage Cars,29,Melbourne,Australia
Euro Shopping Channel,57.1,2797.9,6/27/2003 0:00,Shipped,Vintage Cars,49,Madrid,Spain
Royale Belge,81.86,1637.2,8/13/2003 0:00,Shipped,Vintage Cars,20,Charleroi,Belgium
Technics Stores Inc.,73.61,2281.91,10/28/2003 0:00,Shipped,Vintage Cars,31,Burlingame,USA
Osaka Souveniers Co.,59.16,2307.24,01-12-04 0:00,Shipped,Vintage Cars,39,Osaka,Japan
"Australian Collectors, Co.",66.04,1320.8,2/20/2004 0:00,Shipped,Vintage Cars,20,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",77.73,2642.82,04-02-04 0:00,Shipped,Vintage Cars,34,Tsawassen,Canada
The Sharp Gifts Warehouse,61.22,3061,05-11-04 0:00,Shipped,Vintage Cars,50,San Jose,USA
Euro Shopping Channel,79.11,3164.4,6/24/2004 0:00,Cancelled,Vintage Cars,40,Madrid,Spain
La Rochelle Gifts,63.97,1791.16,7/23/2004 0:00,Shipped,Vintage Cars,28,Nantes,France
"Norway Gifts By Mail, Co.",81.86,4093,8/21/2004 0:00,Shipped,Vintage Cars,50,Oslo,Norway
"Clover Collections, Co.",79.8,2234.4,9/16/2004 0:00,Shipped,Vintage Cars,28,Dublin,Ireland
Mini Classics,66.04,3037.84,10/15/2004 0:00,Shipped,Vintage Cars,46,White Plains,USA
giftsbymail.co.uk,59.16,1419.84,11-01-04 0:00,Shipped,Vintage Cars,24,Cowes,UK
Rovelli Gifts,81.17,1948.08,11-12-04 0:00,Shipped,Vintage Cars,24,Bergamo,Italy
Enaco Distributors,59.16,2307.24,11/24/2004 0:00,Shipped,Vintage Cars,39,Barcelona,Spain
Gift Ideas Corp.,44.51,1780.4,12-04-04 0:00,Shipped,Vintage Cars,40,Glendale,USA
Souveniers And Things Co.,72.33,3544.17,12/17/2004 0:00,Shipped,Vintage Cars,49,Chatswood,Australia
La Rochelle Gifts,82.26,3619.44,02-03-05 0:00,Shipped,Vintage Cars,44,Nantes,France
FunGiftIdeas.com,100,3918.95,03-03-05 0:00,Shipped,Vintage Cars,35,New Bedford,USA
Reims Collectables,67.41,1483.02,3/30/2005 0:00,Shipped,Vintage Cars,22,Reims,France
Tekni Collectables Inc.,77.73,4819.26,04-03-05 0:00,On Hold,Vintage Cars,62,Newark,USA
L'ordine Souveniers,61.22,1591.72,05-10-05 0:00,Shipped,Vintage Cars,26,Reggio Emilia,Italy
Cruz & Sons Co.,100,3669.78,03-03-03 0:00,Shipped,Motorcycles,31,Makati City,Philippines
Reims Collectables,86.74,2168.5,05-07-03 0:00,Shipped,Motorcycles,25,Reims,France
Mini Gifts Distributors Ltd.,89.8,2694,07-02-03 0:00,Shipped,Motorcycles,30,San Rafael,USA
Toys4GrownUps.com,100,3251.34,8/25/2003 0:00,Shipped,Motorcycles,27,Pasadena,USA
Corporate Gift Ideas Co.,100,2347.15,10-10-03 0:00,Shipped,Motorcycles,23,San Francisco,USA
"Anna's Decorations, Ltd",100,3920.88,11-04-03 0:00,Shipped,Motorcycles,34,North Sydney,Australia
Daedalus Designs Imports,100,2514.6,11-11-03 0:00,Shipped,Motorcycles,22,Lille,France
Euro Shopping Channel,85.72,3600.24,11/19/2003 0:00,Shipped,Motorcycles,42,Madrid,Spain
Auto Canal Petit,100,4040.03,1/15/2004 0:00,Shipped,Motorcycles,37,Paris,France
Daedalus Designs Imports,100,3336.9,2/21/2004 0:00,Shipped,Motorcycles,30,Lille,France
Vitachrome Inc.,100,3113.64,04-05-04 0:00,Shipped,Motorcycles,27,NYC,USA
Auto Canal Petit,100,2832,5/26/2004 0:00,Shipped,Motorcycles,25,Paris,France
Gifts4AllAges.com,97.97,3330.98,6/30/2004 0:00,Shipped,Motorcycles,34,Boston,USA
Online Mini Collectables,100,4304.64,08-02-04 0:00,Shipped,Motorcycles,38,Brickhaven,USA
Marta's Replicas Co.,100,2600.26,8/27/2004 0:00,Shipped,Motorcycles,26,Cambridge,USA
"Toys of Finland, Co.",100,4382.16,9/30/2004 0:00,Shipped,Motorcycles,38,Helsinki,Finland
Baane Mini Imports,84.7,4235,10/15/2004 0:00,Shipped,Motorcycles,50,Stavern,Norway
Microscale Inc.,100,2626.8,11-03-04 0:00,Shipped,Motorcycles,22,NYC,USA
Motor Mint Distributors Inc.,100,5026.56,11/17/2004 0:00,Shipped,Motorcycles,32,Philadelphia,USA
Salzburg Collectables,71.02,2201.62,11/24/2004 0:00,Shipped,Motorcycles,31,Salzburg,Austria
Euro Shopping Channel,100,4326.8,12-07-04 0:00,Shipped,Motorcycles,40,Madrid,Spain
Mini Creations Ltd.,100,3425.18,01-07-05 0:00,Shipped,Motorcycles,22,New Bedford,USA
La Rochelle Gifts,100,4701.88,02-03-05 0:00,Shipped,Motorcycles,41,Nantes,France
Mini Gifts Distributors Ltd.,48.98,2204.1,03-04-05 0:00,Shipped,Motorcycles,45,San Rafael,USA
"UK Collectables, Ltd.",100,5189.4,04-08-05 0:00,Shipped,Motorcycles,45,Liverpool,UK
Rovelli Gifts,40.15,1565.85,2/17/2003 0:00,Shipped,Vintage Cars,39,Bergamo,Italy
"Australian Collectors, Co.",50.62,2480.38,4/29/2003 0:00,Shipped,Vintage Cars,49,Melbourne,Australia
Euro Shopping Channel,50.19,1355.13,6/27/2003 0:00,Shipped,Vintage Cars,27,Madrid,Spain
Mini Creations Ltd.,36.66,1246.44,08-10-03 0:00,Shipped,Vintage Cars,34,New Bedford,USA
Euro Shopping Channel,41.02,820.4,10-08-03 0:00,Shipped,Vintage Cars,20,Madrid,Spain
Technics Stores Inc.,51.93,2492.64,10/28/2003 0:00,Shipped,Vintage Cars,48,Burlingame,USA
West Coast Collectables Co.,38.4,1113.6,12-01-03 0:00,Shipped,Vintage Cars,29,Burbank,USA
Osaka Souveniers Co.,41.02,1763.86,01-12-04 0:00,Shipped,Vintage Cars,43,Osaka,Japan
"Australian Collectors, Co.",46.26,1896.66,2/20/2004 0:00,Shipped,Vintage Cars,41,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",35.35,1449.35,04-02-04 0:00,Shipped,Vintage Cars,41,Tsawassen,Canada
The Sharp Gifts Warehouse,51.93,1869.48,05-11-04 0:00,Shipped,Vintage Cars,36,San Jose,USA
Euro Shopping Channel,37.97,1860.53,6/24/2004 0:00,Cancelled,Vintage Cars,49,Madrid,Spain
La Rochelle Gifts,45.39,1724.82,7/23/2004 0:00,Shipped,Vintage Cars,38,Nantes,France
"Norway Gifts By Mail, Co.",51.93,1713.69,8/21/2004 0:00,Shipped,Vintage Cars,33,Oslo,Norway
"Bavarian Collectables Imports, Co.",48.44,1259.44,9/15/2004 0:00,Shipped,Vintage Cars,26,Munich,Germany
Mini Classics,43.64,2051.08,10/15/2004 0:00,Shipped,Vintage Cars,47,White Plains,USA
giftsbymail.co.uk,47.57,1617.38,11-01-04 0:00,Shipped,Vintage Cars,34,Cowes,UK
Rovelli Gifts,51.93,1765.62,11-12-04 0:00,Shipped,Vintage Cars,34,Bergamo,Italy
Enaco Distributors,50.62,2024.8,11/24/2004 0:00,Shipped,Vintage Cars,40,Barcelona,Spain
Gift Ideas Corp.,82.21,3288.4,12-04-04 0:00,Shipped,Vintage Cars,40,Glendale,USA
Souveniers And Things Co.,82.59,2725.47,12/17/2004 0:00,Shipped,Vintage Cars,33,Chatswood,Australia
La Rochelle Gifts,65.8,3224.2,02-03-05 0:00,Shipped,Vintage Cars,49,Nantes,France
FunGiftIdeas.com,100,3211.38,03-03-05 0:00,Shipped,Vintage Cars,27,New Bedford,USA
Reims Collectables,36.66,1796.34,3/30/2005 0:00,Shipped,Vintage Cars,49,Reims,France
Tekni Collectables Inc.,35.35,1979.6,04-03-05 0:00,On Hold,Vintage Cars,56,Newark,USA
L'ordine Souveniers,51.93,1921.41,05-10-05 0:00,Shipped,Vintage Cars,37,Reggio Emilia,Italy
Euro Shopping Channel,100,3705.24,1/31/2003 0:00,Shipped,Trucks and Buses,33,Madrid,Spain
Classic Legends Inc.,100,2843.91,04-04-03 0:00,Shipped,Trucks and Buses,27,NYC,USA
Muscle Machine Inc,100,6176.42,06-03-03 0:00,Shipped,Trucks and Buses,46,NYC,USA
Suominen Souveniers,100,5500.44,08-01-03 0:00,Shipped,Trucks and Buses,44,Espoo,Finland
"Oulu Toy Supplies, Inc.",100,3220.1,9/21/2003 0:00,Shipped,Trucks and Buses,26,Oulu,Finland
"Dragon Souveniers, Ltd.",94.92,4556.16,10/22/2003 0:00,Shipped,Trucks and Buses,48,Singapore,Singapore
L'ordine Souveniers,100,3114.89,11-06-03 0:00,Shipped,Trucks and Buses,23,Reggio Emilia,Italy
"Iberia Gift Imports, Corp.",100,4948.2,11/14/2003 0:00,Shipped,Trucks and Buses,45,Sevilla,Spain
Mini Classics,100,5161.17,11/25/2003 0:00,Shipped,Trucks and Buses,49,White Plains,USA
Diecast Collectables,94.92,2657.76,12-09-03 0:00,Shipped,Trucks and Buses,28,Boston,USA
"Clover Collections, Co.",100,3983.05,02-12-04 0:00,Shipped,Trucks and Buses,37,Dublin,Ireland
"Blauer See Auto, Co.",100,3974.94,3/15/2004 0:00,Shipped,Trucks and Buses,34,Frankfurt,Germany
Euro Shopping Channel,100,2928.42,05-05-04 0:00,Shipped,Trucks and Buses,22,Madrid,Spain
Handji Gifts& Co,100,3054.57,6/15/2004 0:00,Shipped,Trucks and Buses,29,Singapore,Singapore
Mini Gifts Distributors Ltd.,98.39,3345.26,7/20/2004 0:00,Shipped,Trucks and Buses,34,San Rafael,USA
Mini Gifts Distributors Ltd.,100,4310.72,8/20/2004 0:00,Shipped,Trucks and Buses,38,San Rafael,USA
